ref_area.label,source.label,indicator.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2023,35.111,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2022,37.634,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2022,38.939,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2022,35.891,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2021,38.276,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2021,39.95,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2021,35.953,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2020,36.73,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2020,38.313,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2020,34.527,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2019,38.913,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2019,40.299,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2019,37.071,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2018,38.691,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2018,40.055,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2018,36.866,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2017,38.194,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2017,39.712,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2017,36.148,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Total,2016,36.911,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Male,2016,38.722,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Informal employment rate by sex (%),Female,2016,34.424,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Total,2015,45.041,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Male,2015,46.919,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Female,2015,42.511,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Total,2014,44.837,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Male,2014,46.143,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Female,2014,43.107,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Total,2013,44.144,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Male,2013,45.719,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Female,2013,42.011,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Total,2012,45.142,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Male,2012,46.39,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Female,2012,43.441,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Total,2011,46.087,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Male,2011,46.977,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Female,2011,44.867,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Total,2009,49.751,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Male,2009,49.434,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - National Household Sample Survey,Informal employment rate by sex (%),Female,2009,50.179,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2024,27.458,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2024,26.086,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2024,29.281,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2023,27.355,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2023,26.207,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2023,28.878,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2022,27.355,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2022,26.556,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2022,28.447,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2021,27.354,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2021,26.749,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2021,28.216,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2020,25.83,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2020,25.272,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2020,26.628,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2019,28.066,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2019,27.145,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2019,29.318,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2018,28.133,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2018,26.884,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2018,29.855,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Total,2017,64.068,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Male,2017,63.611,,,Repository: ILO-STATISTICS - Micro data processing
Chile,LFS - National Employment Survey,Informal employment rate by sex (%),Female,2017,64.701,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2016,39.547,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2016,38.556,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2016,40.824,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2015,39.007,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2015,37.465,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2015,40.961,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2014,38.895,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2014,37.572,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2014,40.614,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2013,38.457,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2013,36.763,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2013,40.672,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2012,38.467,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2012,36.526,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2012,41.052,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2011,39.869,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2011,37.168,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2011,43.509,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Total,2010,42.099,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Male,2010,40.201,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Informal employment rate by sex (%),Female,2010,44.745,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2024,56.143,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2024,57.905,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2024,53.654,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2023,56.506,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2023,58.54,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2023,53.626,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2022,58.151,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2022,60.321,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2022,55.004,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2021,63.242,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2021,64.567,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2021,61.208,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2019,61.95,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2019,62.579,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2019,61.049,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2018,62.421,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2018,63.324,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2018,61.137,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2017,62.192,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2017,62.772,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2017,61.377,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2016,62.419,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2016,62.928,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2016,61.706,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2015,63.208,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2015,63.53,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2015,62.759,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2014,63.429,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2014,63.561,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2014,63.243,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2013,65.045,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2013,65.144,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2013,64.906,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2012,66.953,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2012,66.864,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2012,67.079,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2011,67.371,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2011,67.493,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2011,67.195,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2010,68.069,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2010,68.529,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2010,67.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2009,68.763,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2009,69.322,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2009,67.921,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2008,66.839,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2008,68.105,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2008,64.87,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Total,2007,67.078,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Male,2007,68.215,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Informal employment rate by sex (%),Female,2007,65.296,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2024,68.643,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2024,67.079,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2024,70.877,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2023,68.153,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2023,66.459,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2023,70.42,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2022,68.702,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2022,66.755,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2022,71.397,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2021,68.644,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2021,67.367,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2021,70.46,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2019,63.505,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2019,61.682,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2019,66.048,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2018,62.658,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2018,60.671,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2018,65.451,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2017,62.559,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2017,60.316,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2017,65.641,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2016,61.021,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2016,59.338,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2016,63.359,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2015,58.251,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2015,56.757,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2015,60.44,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2014,57.933,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2014,57.657,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2014,58.362,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2013,60.022,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2013,59.82,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2013,60.332,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2012,61.239,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2012,61.311,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2012,61.129,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2011,63.426,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2011,63.501,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2011,63.311,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2010,66.803,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2010,67.333,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2010,65.986,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2009,70.291,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2009,69.939,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2009,70.827,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2008,72.591,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2008,71.834,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2008,73.737,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Total,2007,74.162,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Male,2007,73.402,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Informal employment rate by sex (%),Female,2007,75.318,,,Repository: ILO-STATISTICS - Micro data processing
